,PM2.5,year,month,day,hour,PM10,SR,WS,WD,NO,NO2,SO2,Ozone,CO,Benzene,NH3,NOx
3116,114.5,2018.0,10.0,8.0,20.0,329.0,6.52,0.51,45.1,4.93,64.48,7.33,18.45,1.34,12.5,55.73,36.47
3117,141.75,2018.0,10.0,8.0,21.0,357.5,7.05,0.46,43.18,6.3,67.77,6.52,18.5,1.34,16.15,58.15,39.47
3118,141.25,2018.0,10.0,8.0,22.0,351.5,6.27,0.32,41.25,4.88,61.25,5.55,18.08,1.28,15.31,51.1,34.9
3119,130.0,2018.0,10.0,8.0,23.0,341.5,6.95,0.21,35.3,5.2,54.85,5.08,20.4,1.15,13.79,47.85,32.5
3120,133.0,2018.0,10.0,9.0,0.0,333.0,6.42,0.56,39.48,13.9,71.18,5.98,14.88,0.87,11.21,65.13,48.27
3121,99.0,2018.0,10.0,9.0,1.0,253.0,6.5,0.65,44.95,25.02,89.6,6.77,27.25,0.9,9.96,85.17,67.5
3122,117.75,2018.0,10.0,9.0,2.0,280.25,6.62,0.66,49.35,45.47,81.25,7.4,58.53,1.02,9.9,97.98,79.4
3123,129.0,2018.0,10.0,9.0,3.0,305.5,6.75,0.65,49.3,30.35,70.4,6.55,27.75,0.89,10.67,78.25,61.45
3124,94.0,2018.0,10.0,9.0,4.0,236.5,6.6,0.55,49.12,7.6,63.4,4.75,9.32,0.76,10.01,55.68,39.47
3125,102.25,2018.0,10.0,9.0,5.0,242.0,6.78,0.64,51.55,8.17,72.75,5.47,11.03,0.81,8.56,62.82,44.95
3126,108.0,2018.0,10.0,9.0,6.0,242.5,7.67,0.63,51.75,8.7,77.9,5.9,11.9,0.82,8.03,65.95,48.02
3127,107.5,2018.0,10.0,9.0,7.0,239.0,27.05,0.72,53.05,11.25,81.05,6.4,12.7,0.87,7.95,70.1,51.7
3128,111.0,2018.0,10.0,9.0,8.0,277.5,94.18,0.75,43.02,12.65,76.85,6.33,16.97,0.91,8.07,68.65,50.4
3129,105.0,2018.0,10.0,9.0,9.0,278.0,243.75,0.93,30.55,9.55,72.5,6.05,24.8,0.9,7.25,65.8,45.85
3130,83.25,2018.0,10.0,9.0,10.0,258.75,310.15,0.76,20.1,9.73,60.2,5.42,27.98,0.81,6.69,58.58,39.17
3131,69.0,2018.0,10.0,9.0,11.0,238.0,317.05,0.79,12.6,3.73,45.2,6.15,75.5,0.87,6.02,43.38,25.95
3132,81.25,2018.0,10.0,9.0,12.0,262.0,237.52,0.72,21.92,9.4,48.88,6.4,65.9,0.88,6.45,51.7,32.55
3133,83.5,2018.0,10.0,9.0,13.0,302.25,221.0,0.81,9.48,3.35,28.53,6.65,71.73,0.73,6.63,34.97,15.73
3134,93.75,2018.0,10.0,9.0,14.0,280.25,193.4,0.63,21.1,7.48,55.58,6.9,51.73,0.82,6.39,53.7,34.75
3135,69.5,2018.0,10.0,9.0,15.0,237.75,158.57,0.59,6.15,5.6,36.3,7.6,51.15,0.58,5.41,36.65,22.23
3136,67.0,2018.0,10.0,9.0,16.0,215.0,73.2,0.65,12.7,8.0,43.5,8.1,44.1,0.68,5.69,42.9,28.5
3137,65.5,2018.0,10.0,9.0,17.0,238.0,88.57,0.57,33.43,7.17,56.92,7.83,25.88,0.94,6.95,57.22,35.15
3138,66.5,2018.0,10.0,9.0,18.0,256.5,67.45,0.66,38.0,6.12,49.38,7.95,31.6,0.99,8.02,52.35,29.7
3139,79.75,2018.0,10.0,9.0,19.0,274.75,5.78,0.72,62.7,16.35,63.22,7.5,14.33,1.33,9.96,71.07,46.45
3140,93.5,2018.0,10.0,9.0,20.0,329.0,6.03,0.71,68.25,17.48,76.67,7.35,13.75,1.57,10.23,77.8,54.2
3141,132.0,2018.0,10.0,9.0,21.0,408.25,6.4,0.72,77.42,51.23,81.62,6.95,14.42,2.19,12.75,110.55,84.23
3142,173.5,2018.0,10.0,9.0,22.0,839.5,6.53,0.66,86.02,62.68,63.15,7.12,25.55,2.35,14.58,108.97,83.5
3143,160.5,2018.0,10.0,9.0,23.0,978.0,6.15,0.58,79.3,43.62,54.62,7.58,18.9,1.87,14.26,86.48,63.62
3144,184.0,2018.0,10.0,10.0,0.0,991.75,7.95,0.36,77.55,26.8,75.6,6.92,8.68,1.59,15.79,81.93,61.48
3145,200.0,2018.0,10.0,10.0,1.0,994.5,6.88,0.63,71.32,40.5,80.7,7.35,22.6,1.36,15.28,93.45,75.15
3146,162.0,2018.0,10.0,10.0,2.0,841.75,7.0,0.65,71.33,29.35,76.22,6.9,42.98,1.32,13.75,82.82,63.3
3147,129.5,2018.0,10.0,10.0,3.0,980.75,7.05,0.59,67.77,5.37,48.75,5.27,7.7,0.7,13.58,43.8,29.1
3148,91.0,2018.0,10.0,10.0,4.0,986.25,6.58,0.56,71.38,4.93,42.68,5.43,8.2,0.66,10.84,39.85,25.17
3149,86.0,2018.0,10.0,10.0,5.0,986.0,7.0,0.64,74.38,4.73,45.65,5.93,11.28,0.68,9.1,43.3,27.18
3150,95.0,2018.0,10.0,10.0,6.0,983.5,7.15,0.62,72.55,5.85,44.0,5.85,12.95,0.68,8.41,43.6,27.35
3151,94.0,2018.0,10.0,10.0,7.0,1000.0,51.45,0.54,69.75,8.9,52.15,5.85,13.75,0.75,6.94,49.6,34.4
3152,92.0,2018.0,10.0,10.0,8.0,989.0,152.12,1.01,70.75,8.95,45.52,5.33,18.03,0.87,6.39,44.7,30.4
3153,109.0,2018.0,10.0,10.0,9.0,991.75,229.23,1.78,62.45,2.73,40.25,5.12,28.6,0.91,6.31,37.3,22.42
3154,114.25,2018.0,10.0,10.0,10.0,1000.0,273.55,1.15,52.5,3.35,40.27,5.45,24.95,0.82,6.2,39.1,23.25
3155,98.75,2018.0,10.0,10.0,11.0,994.5,298.0,0.91,42.1,7.0,41.47,5.9,29.8,0.74,6.17,42.65,26.97
3156,87.0,2018.0,10.0,10.0,12.0,994.5,282.08,1.09,34.6,3.35,44.48,5.88,36.88,0.67,6.34,39.53,24.7
3157,76.0,2018.0,10.0,10.0,13.0,1000.0,211.6,0.85,27.75,5.32,35.75,5.87,41.43,0.57,6.03,36.92,21.9
3158,60.0,2018.0,10.0,10.0,14.0,994.5,147.7,0.94,23.88,1.8,23.5,5.27,41.47,0.49,6.04,24.22,11.88
3159,70.25,2018.0,10.0,10.0,15.0,986.25,165.32,0.95,32.55,3.27,29.38,5.33,30.1,0.62,5.37,31.07,16.58
3160,58.0,2018.0,10.0,10.0,16.0,989.0,76.02,0.59,26.45,3.77,28.55,5.98,33.12,0.58,4.79,30.65,16.85
3161,59.0,2018.0,10.0,10.0,17.0,994.5,29.05,0.64,33.3,4.95,57.75,6.25,26.1,0.8,4.97,47.7,33.15
3162,61.75,2018.0,10.0,10.0,18.0,983.5,62.17,0.68,38.35,7.62,78.77,6.02,20.78,1.03,5.91,63.68,47.65
3163,48.5,2018.0,10.0,10.0,19.0,989.0,6.27,0.58,45.75,11.0,104.75,6.05,13.42,1.03,5.8,82.65,49.08
3164,71.25,2018.0,10.0,10.0,20.0,1000.0,49.57,0.73,45.0,30.37,91.95,6.07,20.05,1.36,8.13,81.25,62.85
3165,86.5,2018.0,10.0,10.0,21.0,958.25,6.65,0.68,60.15,58.12,106.05,6.65,11.3,2.04,14.77,125.9,102.73
3166,89.25,2018.0,10.0,10.0,22.0,456.25,6.67,0.54,67.4,57.97,94.1,7.3,15.08,2.05,15.95,119.12,96.2
3167,79.75,2018.0,10.0,10.0,23.0,443.75,6.35,0.51,70.05,47.27,78.9,7.1,81.77,1.85,13.09,101.2,79.42
3168,148.25,2018.0,10.0,11.0,0.0,1000.0,9.05,0.61,56.03,13.98,79.92,6.52,22.4,1.11,13.23,71.07,53.32
3169,93.0,2018.0,10.0,11.0,1.0,226.0,6.8,0.51,67.0,13.38,63.37,5.68,11.9,1.01,14.01,59.48,43.98
3170,93.0,2018.0,10.0,11.0,2.0,226.0,6.8,0.64,64.4,8.6,60.5,5.6,33.15,0.92,14.76,53.9,38.7
3171,166.0,2018.0,10.0,11.0,3.0,983.5,7.1,0.47,89.88,23.0,43.32,5.77,54.4,1.25,11.67,58.65,41.25
3172,166.0,2018.0,10.0,11.0,4.0,608.0,7.58,0.46,80.4,9.77,45.25,6.05,36.716667,0.83,11.5,48.45,31.57
3173,125.5,2018.0,10.0,11.0,5.0,626.0,7.45,0.6,74.0,7.4,50.5,6.0,19.033335,0.7,10.58,53.5,32.55
3174,92.0,2018.0,10.0,11.0,6.0,403.75,11.45,0.74,73.52,5.77,44.9,5.98,1.35,0.68,9.7,45.45,27.8
3175,92.5,2018.0,10.0,11.0,7.0,963.5,39.22,0.66,74.88,17.45,56.35,5.25,3.15,0.92,9.51,59.27,43.7
3176,92.25,2018.0,10.0,11.0,8.0,1000.0,51.93,0.68,75.4,16.77,57.02,5.3,4.2,0.95,9.03,58.97,43.5
3177,87.5,2018.0,10.0,11.0,9.0,985.0,156.7,0.68,59.65,9.3,51.7,5.4,6.0,0.82,6.54,50.4,34.5
3178,76.5,2018.0,10.0,11.0,10.0,970.0,259.68,0.8,43.82,7.45,33.42,6.18,17.33,0.68,5.99,39.95,22.6
3179,74.0,2018.0,10.0,11.0,11.0,830.0,211.73,0.68,45.7,4.18,33.72,6.15,34.02,0.68,6.29,35.38,19.3
3180,73.25,2018.0,10.0,11.0,12.0,517.5,270.85,1.24,37.8,4.47,18.3,5.92,35.95,0.57,5.05,25.3,11.35
3181,69.75,2018.0,10.0,11.0,13.0,205.0,181.92,3.26,47.6,5.55,7.17,6.38,34.45,0.32,4.57,20.02,6.68
3182,33.5,2018.0,10.0,11.0,14.0,179.33333,159.48,3.45,34.1,6.48,7.97,7.55,30.08,0.22,2.75,16.58,7.22
3183,14.5,2018.0,10.0,11.0,15.0,153.66667,165.35,2.66,25.87,3.05,8.75,6.75,30.48,0.17,2.2,10.9,4.0
3184,18.0,2018.0,10.0,11.0,16.0,128.0,94.75,2.34,19.62,2.1,11.08,6.3,30.08,0.19,2.41,11.6,4.9
3185,17.75,2018.0,10.0,11.0,17.0,765.25,31.97,1.25,22.55,2.65,20.8,6.43,24.62,0.26,2.9,19.28,11.25
3186,23.0,2018.0,10.0,11.0,18.0,1000.0,8.0,0.62,21.93,2.0,35.33,6.15,18.87,0.5,3.8,27.55,18.25
3187,90.25,2018.0,10.0,11.0,19.0,779.0,5.92,0.58,24.57,10.45,62.62,5.77,12.5,0.72,7.09,50.65,40.58
3188,78.0,2018.0,10.0,11.0,20.0,558.0,6.5,0.66,28.28,27.93,77.35,5.98,9.58,0.86,8.36,75.65,63.3
3189,32.0,2018.0,10.0,11.0,21.0,337.0,6.17,0.59,33.97,36.43,76.4,7.93,9.08,0.85,8.22,46.22,67.4
3190,33.25,2018.0,10.0,11.0,22.0,116.0,6.0,0.49,48.0,35.95,60.7,7.73,13.47,0.85,8.83,9.5,60.82
3191,45.5,2018.0,10.0,11.0,23.0,143.5,6.45,0.5,57.52,28.75,52.9,6.98,68.3,0.76,8.48,9.65,50.95
3192,65.0,2018.0,10.0,12.0,0.0,166.0,6.75,0.51,68.03,9.98,37.75,5.6,38.25,0.51,8.07,8.87,27.57
3193,50.0,2018.0,10.0,12.0,1.0,131.25,6.5,0.26,68.38,15.22,40.25,5.58,1.45,0.51,7.17,7.6,33.18
3194,64.25,2018.0,10.0,12.0,2.0,140.5,6.7,0.26,71.07,19.33,40.62,6.03,6.98,0.57,6.75,7.88,36.88
3195,78.75,2018.0,10.0,12.0,3.0,157.0,6.38,0.39,75.75,21.55,38.2,6.4,8.05,0.58,6.98,7.75,37.3
3196,79.75,2018.0,10.0,12.0,4.0,162.0,6.5,0.25,81.9,26.23,32.83,6.77,9.1,0.59,7.88,8.52,38.25
3197,82.75,2018.0,10.0,12.0,5.0,159.5,6.77,0.49,88.05,39.33,30.5,7.12,8.78,0.65,8.3,8.7,47.48
3198,65.25,2018.0,10.0,12.0,6.0,139.75,12.6,0.48,92.12,52.3,27.82,6.85,9.5,0.71,8.64,9.3,56.48
3199,64.25,2018.0,10.0,12.0,7.0,132.0,51.3,0.59,77.75,38.72,30.57,6.33,10.8,0.67,8.15,9.55,46.88
3200,57.0,2018.0,10.0,12.0,8.0,144.75,154.0,0.7,50.9,11.32,32.75,6.12,17.55,0.52,7.27,8.05,26.08
3201,46.5,2018.0,10.0,12.0,9.0,128.75,253.1,1.16,37.1,6.27,27.12,6.13,18.8,0.41,6.17,6.8,17.57
3202,40.25,2018.0,10.0,12.0,10.0,549.5,313.3,0.87,25.25,2.7,25.58,6.0,24.72,0.45,5.22,7.05,13.55
3203,55.5,2018.0,10.0,12.0,11.0,469.0,338.72,0.31,19.33,3.32,21.13,6.1,27.15,0.39,5.18,7.42,12.15
3204,40.75,2018.0,10.0,12.0,12.0,388.5,313.85,0.4,16.8,1.35,13.58,5.23,32.65,0.33,4.26,7.63,6.12
3205,37.75,2018.0,10.0,12.0,13.0,308.0,221.12,0.37,10.4,2.1,10.88,5.1,35.65,0.33,2.75,7.12,5.27
3206,36.75,2018.0,10.0,12.0,14.0,227.5,148.55,0.46,6.85,4.13,11.83,5.98,41.25,0.33,2.78,7.2,7.88
3207,39.0,2018.0,10.0,12.0,15.0,147.0,169.9,0.22,2.78,2.35,13.08,6.32,37.0,0.31,2.89,5.05,6.6
3208,43.0,2018.0,10.0,12.0,16.0,141.75,98.35,0.61,4.0,3.22,18.9,6.23,29.95,0.34,2.89,5.55,10.55
3209,42.5,2018.0,10.0,12.0,17.0,157.5,27.17,0.46,13.03,4.55,32.92,6.12,21.92,0.52,2.93,6.12,19.93
3210,52.5,2018.0,10.0,12.0,18.0,217.75,5.97,0.46,27.45,5.9,51.88,5.55,14.67,0.87,3.27,8.52,31.43
3211,92.75,2018.0,10.0,12.0,19.0,285.5,5.65,0.57,36.7,16.85,68.98,5.65,11.7,1.12,3.68,8.85,49.68
3212,99.0,2018.0,10.0,12.0,20.0,303.0,6.2,0.73,42.57,12.35,74.62,6.43,11.45,1.21,4.8,9.5,49.35
3213,124.0,2018.0,10.0,12.0,21.0,367.0,6.55,0.68,50.77,27.58,72.38,7.02,11.65,1.48,6.39,10.93,60.38
3214,142.75,2018.0,10.0,12.0,22.0,460.75,6.23,0.73,60.88,41.95,68.23,7.53,11.85,1.62,8.72,11.5,69.62
3215,149.0,2018.0,10.0,12.0,23.0,491.5,6.9,0.45,64.4,31.47,70.23,7.48,11.48,1.46,9.61,10.47,62.35
3216,144.0,2018.0,10.0,13.0,0.0,399.0,7.12,0.69,59.35,7.45,44.15,5.9,12.42,0.94,6.46,8.38,29.07
3217,147.0,2018.0,10.0,13.0,1.0,303.0,7.0,0.69,62.45,10.72,39.5,6.25,12.38,0.95,7.53,9.12,29.3
3218,160.5,2018.0,10.0,13.0,2.0,312.25,6.88,0.71,68.93,12.6,39.77,6.6,12.47,1.0,7.37,9.02,30.85
3219,198.0,2018.0,10.0,13.0,3.0,354.75,7.12,0.72,74.5,12.68,38.58,7.0,12.6,1.06,7.85,8.77,30.38
3220,227.75,2018.0,10.0,13.0,4.0,385.75,7.08,0.73,80.58,11.7,38.78,6.75,12.6,1.06,9.3,9.02,29.53
3221,237.0,2018.0,10.0,13.0,5.0,382.5,6.88,0.72,86.78,8.53,41.7,6.58,12.7,1.05,10.74,9.22,32.62
3222,238.5,2018.0,10.0,13.0,6.0,378.5,12.6,0.72,92.37,35.72,42.2,6.67,13.73,1.34,13.32,9.9,50.88
3223,292.0,2018.0,10.0,13.0,7.0,436.5,49.02,0.6,86.15,56.2,46.62,7.85,13.25,1.76,19.51,12.78,69.55
3224,304.75,2018.0,10.0,13.0,8.0,502.75,137.35,0.69,66.57,29.38,62.73,7.75,13.33,1.66,21.49,12.12,56.68
3225,288.75,2018.0,10.0,13.0,9.0,471.75,219.65,0.5,50.7,16.05,64.7,7.58,16.85,1.35,19.04,13.57,47.0
3226,226.25,2018.0,10.0,13.0,10.0,400.75,281.28,0.48,35.72,7.67,49.9,8.08,23.28,0.99,16.12,12.98,31.33
3227,154.5,2018.0,10.0,13.0,11.0,310.75,321.62,0.46,15.45,3.78,25.5,7.1,29.28,0.52,14.87,8.08,14.13
3228,77.0,2018.0,10.0,13.0,12.0,180.5,325.22,0.27,8.93,10.6,16.98,7.88,30.77,0.4,10.87,8.03,16.55
3229,45.75,2018.0,10.0,13.0,13.0,115.75,222.88,0.29,10.13,21.4,18.67,11.07,29.0,0.4,8.09,10.82,27.47
3230,42.75,2018.0,10.0,13.0,14.0,115.0,143.5,0.54,8.02,81.7,21.33,16.45,22.12,0.38,7.48,17.65,73.55
3231,44.5,2018.0,10.0,13.0,15.0,119.25,174.92,0.59,8.53,322.58,5.87,22.4,17.97,0.35,8.89,40.83,257.2
3232,36.0,2018.0,10.0,13.0,16.0,114.0,95.95,0.56,13.55,186.53,27.95,24.88,16.15,0.34,13.17,31.62,246.85
3233,53.25,2018.0,10.0,13.0,17.0,140.5,27.4,0.58,24.82,145.05,87.3,18.4,14.9,0.47,8.35,14.42,73.18
3234,60.75,2018.0,10.0,13.0,18.0,174.0,5.77,0.68,35.08,83.5,88.33,19.18,13.85,0.76,6.02,17.65,99.47
3235,75.25,2018.0,10.0,13.0,19.0,218.25,5.15,0.63,42.05,132.73,59.02,24.58,13.9,0.84,6.61,30.25,137.43
3236,103.25,2018.0,10.0,13.0,20.0,264.5,5.52,0.72,46.0,199.85,57.12,28.78,13.85,0.94,6.01,34.98,190.08
3237,102.75,2018.0,10.0,13.0,21.0,258.0,5.95,0.65,52.42,237.1,60.28,32.43,13.97,1.25,3.32,40.75,221.42
3238,112.0,2018.0,10.0,13.0,22.0,258.75,6.0,0.73,58.77,259.35,93.13,28.88,13.55,1.16,6.42,28.0,180.12
3239,114.0,2018.0,10.0,13.0,23.0,250.0,6.5,0.73,61.27,52.1,132.33,22.0,13.5,0.97,9.42,10.95,37.1
3240,108.0,2018.0,10.0,14.0,0.0,232.0,6.4,0.72,62.15,169.17,77.12,24.48,14.0,0.97,8.18,21.32,176.15
3241,106.0,2018.0,10.0,14.0,1.0,223.0,6.23,0.62,67.77,175.35,61.2,26.18,14.35,0.92,8.16,20.92,172.62
3242,123.25,2018.0,10.0,14.0,2.0,235.0,5.92,0.66,73.03,209.1,47.53,27.07,14.27,0.88,8.12,18.12,192.38
3243,124.5,2018.0,10.0,14.0,3.0,213.5,6.22,0.57,74.85,221.9,43.7,28.3,14.35,0.86,10.47,16.9,200.6
3244,126.75,2018.0,10.0,14.0,4.0,217.25,6.1,0.58,79.0,90.12,77.35,23.5,14.22,0.97,9.24,10.1,97.1
3245,179.75,2018.0,10.0,14.0,5.0,310.25,6.65,0.7,81.7,110.25,68.27,20.03,14.3,1.17,7.96,14.33,124.3
3246,173.75,2018.0,10.0,14.0,6.0,307.5,12.18,0.72,77.62,113.17,71.7,22.55,14.0,1.05,7.53,16.2,128.5
3247,155.5,2018.0,10.0,14.0,7.0,286.5,49.03,0.73,74.4,104.42,69.75,24.33,14.4,0.99,7.54,19.07,120.42
3248,96.25,2018.0,10.0,14.0,8.0,191.25,147.5,0.88,62.35,94.33,68.48,25.3,14.35,0.67,5.35,19.75,86.27
3249,107.75,2018.0,10.0,14.0,9.0,229.75,251.23,0.79,44.7,75.03,74.75,25.75,13.98,0.7,6.96,18.2,86.52
3250,85.5,2018.0,10.0,14.0,10.0,196.0,315.65,0.95,27.3,34.72,71.42,20.43,13.45,0.48,6.01,12.55,61.95
3251,63.25,2018.0,10.0,14.0,11.0,178.5,331.4,1.0,16.2,38.33,70.48,19.25,13.7,0.5,4.66,13.15,67.45
3252,58.75,2018.0,10.0,14.0,12.0,181.25,319.42,0.93,8.77,49.25,65.05,23.75,14.3,0.5,4.26,15.4,73.75
3253,55.25,2018.0,10.0,14.0,13.0,175.5,228.42,1.03,4.5,129.75,43.17,28.87,14.55,0.46,3.12,28.93,134.2
3254,53.25,2018.0,10.0,14.0,14.0,179.0,138.15,0.73,1.77,374.65,42.83,37.47,15.03,0.4,5.37,37.35,326.35
3255,49.25,2018.0,10.0,14.0,15.0,175.0,183.0,0.74,1.65,468.4,38.43,42.07,14.62,0.32,11.54,38.45,394.43
3256,37.75,2018.0,10.0,14.0,16.0,159.5,100.98,0.68,1.5,274.75,72.78,31.45,13.92,0.28,7.3,25.6,249.8
3257,34.0,2018.0,10.0,14.0,17.0,152.25,27.55,0.42,11.15,117.35,109.17,32.0,14.55,0.49,4.9,19.43,151.75
3258,49.75,2018.0,10.0,14.0,18.0,206.5,4.85,0.7,21.23,191.67,105.67,38.07,15.0,0.69,4.04,30.75,209.33
3259,77.5,2018.0,10.0,14.0,19.0,268.0,4.95,0.73,33.35,267.63,99.38,43.67,15.4,1.06,0.0,40.35,266.75
3260,114.5,2018.0,10.0,14.0,20.0,357.0,5.48,0.73,43.45,281.58,103.5,47.27,15.43,1.51,0.0,40.5,279.12
3261,126.5,2018.0,10.0,14.0,21.0,361.5,5.98,0.67,50.15,263.65,103.15,39.62,14.45,1.56,7.59,32.22,181.78
3262,119.75,2018.0,10.0,14.0,22.0,326.75,6.67,0.47,52.35,158.95,166.27,30.33,14.85,1.37,12.19,11.78,86.15
3263,134.75,2018.0,10.0,14.0,23.0,333.5,5.77,0.63,56.78,199.75,116.8,31.7,14.67,1.38,10.84,19.73,218.83
3264,158.0,2018.0,10.0,15.0,0.0,311.0,6.48,0.72,64.28,150.88,111.72,32.38,14.77,1.06,10.56,10.1,179.97
3265,100.0,2018.0,10.0,15.0,1.0,235.25,6.43,0.72,72.3,148.7,128.9,34.08,15.15,0.73,5.21,5.2,140.55
3266,139.0,2018.0,10.0,15.0,2.0,284.75,5.98,0.7,75.75,148.7,128.9,34.17,15.33,0.91,4.49,5.2,187.4
3267,137.25,2018.0,10.0,15.0,3.0,255.5,6.55,0.72,79.35,98.3,170.6,29.3,15.57,0.89,6.78,4.0,61.95
3268,147.25,2018.0,10.0,15.0,4.0,260.25,6.4,0.73,84.05,147.75,125.0,26.68,15.68,0.99,8.9,14.95,118.75
3269,148.75,2018.0,10.0,15.0,5.0,278.0,6.5,0.72,86.83,171.58,81.52,29.5,14.8,1.07,9.78,19.2,180.42
3270,145.0,2018.0,10.0,15.0,6.0,278.75,11.88,0.71,78.6,162.3,77.52,30.23,15.03,1.18,9.7,20.98,170.88
3271,155.75,2018.0,10.0,15.0,7.0,330.25,46.7,0.7,62.17,169.95,62.95,31.12,14.9,1.32,9.49,26.75,169.28
3272,153.5,2018.0,10.0,15.0,8.0,368.5,134.12,0.7,50.08,181.0,88.07,30.35,14.65,1.33,9.57,21.65,131.1
3273,151.0,2018.0,10.0,15.0,9.0,426.75,225.43,0.77,35.07,74.0,168.9,24.4,13.92,1.11,9.23,15.15,49.6
3274,126.5,2018.0,10.0,15.0,10.0,421.0,290.05,0.74,23.72,39.33,118.72,23.58,13.88,0.88,8.05,12.77,80.08
3275,92.0,2018.0,10.0,15.0,11.0,326.0,301.83,0.69,14.28,57.07,92.75,26.3,14.42,0.77,7.16,17.82,94.8
3276,20.75,2018.0,10.0,15.0,12.0,74.25,318.6,0.65,10.8,70.2,109.7,27.2,14.4,0.19,1.98,17.5,28.58
3277,24.326086,2018.0,10.0,15.0,13.0,85.76087,318.33478,0.65,11.004348,73.430435,111.20416,27.44348,14.291304,0.0,0.0,17.186956,0.0
3278,27.902174,2018.0,10.0,15.0,14.0,97.271736,318.06958,0.65,11.208695,76.660866,112.70833,27.686956,14.182609,0.0,0.0,16.873913,0.0
3279,31.47826,2018.0,10.0,15.0,15.0,108.78261,317.80435,0.65,11.413044,79.891304,114.212494,27.930435,14.073913,0.0,0.0,16.56087,0.0
3280,35.054348,2018.0,10.0,15.0,16.0,120.29348,317.53912,0.65,11.617392,83.121735,115.71667,28.173914,13.965217,0.0,0.0,16.247826,0.0
3281,38.630436,2018.0,10.0,15.0,17.0,131.80435,317.27393,0.65,11.821739,86.35217,117.22083,28.41739,13.856522,0.0,0.0,15.934783,0.0
3282,42.20652,2018.0,10.0,15.0,18.0,143.31522,317.0087,0.65,12.026087,89.5826,118.725,28.66087,13.747826,0.0,0.0,15.621739,0.0
3283,45.782608,2018.0,10.0,15.0,19.0,154.82608,316.74347,0.65,12.230435,92.81304,120.229164,28.904348,13.63913,0.0,0.0,15.308696,0.0
3284,49.358696,2018.0,10.0,15.0,20.0,166.33696,316.47827,0.65,12.434783,96.04348,121.73333,29.147827,13.530435,0.0,0.0,14.995652,0.0
3285,52.934784,2018.0,10.0,15.0,21.0,177.84782,316.21304,0.65,12.639131,99.27391,123.2375,29.391304,13.421739,0.0,0.0,14.682609,0.0
3286,56.510868,2018.0,10.0,15.0,22.0,189.35869,315.9478,0.65,12.843478,102.50435,124.74167,29.634783,13.313043,0.0,0.0,14.369565,0.0
3287,60.086956,2018.0,10.0,15.0,23.0,200.86957,315.68262,0.65,13.047826,105.73478,126.245834,29.878262,13.204348,0.0,0.0,14.056521,0.0
3288,63.663044,2018.0,10.0,16.0,0.0,212.38043,315.4174,0.65,13.252174,108.96522,127.75,30.121738,13.095652,0.115,1.2075,13.743479,16.116667
3289,67.23913,2018.0,10.0,16.0,1.0,223.89131,315.1522,0.65,13.456522,112.19565,129.25417,30.365217,12.986957,0.23,2.415,13.430435,32.233334
3290,70.815216,2018.0,10.0,16.0,2.0,235.40218,314.88696,0.65,13.66087,115.42609,130.75833,30.608696,12.878261,0.345,3.6225,13.117392,48.35
3291,74.391304,2018.0,10.0,16.0,3.0,246.91304,314.62173,0.65,13.865217,118.65652,132.2625,30.852173,12.769565,0.46,4.83,12.804348,64.46667
3292,77.96739,2018.0,10.0,16.0,4.0,258.42392,314.35654,0.65,14.069565,121.886955,133.76666,31.095652,12.66087,0.575,6.0375,12.491304,80.58333
3293,81.54348,2018.0,10.0,16.0,5.0,269.93478,314.0913,0.65,14.273913,125.11739,135.27083,31.33913,12.552174,0.69,7.245,12.178261,96.7
3294,85.11957,2018.0,10.0,16.0,6.0,281.44565,313.82608,0.65,14.478261,128.34782,136.775,31.58261,12.443478,0.805,8.452499,11.865217,112.816666
3295,88.695656,2018.0,10.0,16.0,7.0,292.9565,313.56088,0.65,14.682609,131.57826,138.27917,31.826086,12.334783,0.92,9.66,11.552174,128.93333
3296,92.271736,2018.0,10.0,16.0,8.0,304.46738,313.29565,0.65,14.886956,134.8087,139.78334,32.069565,12.226087,1.035,10.8675,11.239131,145.04999
3297,95.847824,2018.0,10.0,16.0,9.0,315.97827,313.03043,0.65,15.091305,138.03912,141.2875,32.31304,12.117391,1.15,12.075,10.926087,161.16666
3298,99.42391,2018.0,10.0,16.0,10.0,327.48914,312.76523,0.65,15.295652,141.26956,142.79167,32.556522,12.008696,1.265,13.282499,10.613044,177.28333
3299,103.0,2018.0,10.0,16.0,11.0,339.0,312.5,0.65,15.5,144.5,144.29584,32.8,11.9,1.38,14.49,10.3,193.4
3300,65.25,2018.0,10.0,16.0,12.0,313.0,274.78,0.64,14.27,148.4,145.8,34.05,12.5,0.98,2.66,8.1,147.08
3301,20.0,2018.0,10.0,16.0,13.0,289.0,148.6,0.62,9.7,191.0,153.0,40.7,13.6,0.31,0.0,43.5,58.5
3302,64.5,2018.0,10.0,16.0,14.0,290.25,138.15,0.59,4.05,234.8,172.12,30.9,13.25,0.64,6.92,14.0,100.8
3303,67.25,2018.0,10.0,16.0,15.0,235.5,87.23,0.61,19.5,197.97,151.0,34.28,14.08,0.99,5.78,16.48,169.78
3304,63.75,2018.0,10.0,16.0,16.0,219.75,45.72,0.5,33.82,233.42,135.8,40.95,16.2,1.09,0.0,25.2,258.7
3305,76.75,2018.0,10.0,16.0,17.0,246.75,18.9,0.46,35.52,201.7,129.15,50.08,21.75,1.2,0.0,48.5,242.7
