,PM2.5,year,month,day,hour,PM10,SR,WS,WD,NO,NO2,SO2,Ozone,CO,Benzene,NH3,NOx
6961,108.39,2019.0,3.0,18.0,1.0,238.5,6.88,0.55,73.84,12.2,27.15,8.43,17.98,1.08,3.93,24.9,24.18
6962,107.75,2019.0,3.0,18.0,2.0,196.0,6.93,0.67,77.84,12.95,30.68,10.25,12.9,1.09,4.46,26.67,26.68
6963,190.07,2019.0,3.0,18.0,3.0,290.75,6.87,0.55,80.12,13.38,30.42,11.22,13.38,1.14,4.91,26.45,26.9
6964,219.0,2019.0,3.0,18.0,4.0,337.5,6.79,0.44,80.55,12.95,29.4,14.3,13.82,1.22,6.03,26.07,26.0
6965,220.43,2019.0,3.0,18.0,5.0,361.0,6.83,0.61,80.57,13.93,33.45,12.98,11.48,1.27,5.97,27.5,28.92
6966,233.82,2019.0,3.0,18.0,6.0,349.25,9.88,0.52,81.01,15.12,35.78,15.37,10.15,1.36,6.49,28.9,31.12
6967,233.12,2019.0,3.0,18.0,7.0,360.0,41.54,0.68,71.52,16.7,35.95,24.27,11.18,1.5,7.49,29.27,32.48
6968,255.89,2019.0,3.0,18.0,8.0,416.75,160.24,0.78,51.92,16.97,33.8,35.08,26.83,1.58,7.8,28.03,30.67
6969,239.52,2019.0,3.0,18.0,9.0,390.0,265.55,0.99,36.2,11.58,29.88,30.6,51.35,1.54,8.34,26.05,25.07
6970,157.04,2019.0,3.0,18.0,10.0,268.5,344.28,1.09,28.96,14.07,23.3,17.43,81.12,1.4,7.68,22.92,21.85
6971,82.28,2019.0,3.0,18.0,11.0,158.25,395.14,0.68,25.39,10.48,22.88,14.62,95.4,1.16,6.76,22.5,19.98
6972,65.28,2019.0,3.0,18.0,12.0,124.5,346.49,1.15,22.55,10.12,21.02,12.3,101.65,0.93,5.44,22.55,19.0
6973,48.99,2019.0,3.0,18.0,13.0,111.0,307.5,1.12,20.77,12.67,18.65,11.75,99.5,0.3,2.36,22.35,19.62
6974,40.2,2019.0,3.0,18.0,14.0,102.75,131.09,1.19,21.34,9.9,17.83,11.38,112.48,0.26,1.49,20.18,15.52
6975,41.5,2019.0,3.0,18.0,15.0,104.5,215.86,0.89,22.57,20.25,19.32,10.9,109.65,0.32,1.16,24.67,23.48
6976,42.8,2019.0,3.0,18.0,16.0,106.25,107.97,0.59,26.24,6.8,16.98,11.4,93.5,0.22,0.83,21.6,14.35
6977,44.1,2019.0,3.0,18.0,17.0,108.0,41.33,0.58,30.73,9.38,17.85,11.3,80.78,0.14,0.5,23.15,17.02
6978,42.31,2019.0,3.0,18.0,18.0,120.0,9.3,0.54,41.46,9.860833,18.966667,10.65,53.85,0.25,1.36,23.5,17.997501
6979,66.68,2019.0,3.0,18.0,19.0,209.5,5.08,0.45,53.22,10.341667,20.083334,9.98,21.9,0.49,1.77,23.85,18.975
6980,84.51,2019.0,3.0,18.0,20.0,262.75,5.54,0.63,63.8,10.8225,21.2,9.62,18.65,0.61,2.5,24.2,19.9525
6981,72.65,2019.0,3.0,18.0,21.0,180.25,6.46,0.56,67.54,11.303333,22.316668,9.15,18.27,0.76,2.7,24.55,20.93
6982,84.46,2019.0,3.0,18.0,22.0,204.25,5.91,0.46,71.14,11.784166,23.433334,9.1,5.15,1.16,2.88,24.9,21.907501
6983,130.64,2019.0,3.0,18.0,23.0,330.25,6.59,0.51,74.2,12.264999,24.55,9.03,3.88,1.5,4.21,25.25,22.885
6984,141.0,2019.0,3.0,19.0,0.0,312.0,7.31,0.59,69.57,12.745833,25.666666,9.55,16.5,1.35,5.12,25.6,23.8625
6985,104.42,2019.0,3.0,19.0,1.0,186.5,6.82,0.43,68.1,13.226666,26.783333,10.1,26.42,1.19,5.34,25.95,24.84
6986,100.39,2019.0,3.0,19.0,2.0,172.25,6.52,0.48,73.45,13.7074995,27.9,9.05,17.98,1.12,5.13,26.3,25.817501
6987,114.46,2019.0,3.0,19.0,3.0,184.75,6.65,0.57,78.84,14.1883335,29.016666,8.5,8.05,1.15,5.15,26.65,26.795
6988,159.39,2019.0,3.0,19.0,4.0,251.75,6.86,0.38,80.98,14.669167,30.133333,8.57,5.43,1.25,5.89,27.0,27.7725
6989,208.25,2019.0,3.0,19.0,5.0,329.0,7.01,0.59,82.47,15.15,31.25,8.65,7.6,1.23,6.11,27.35,28.75
6990,170.95,2019.0,3.0,19.0,6.0,282.0,10.68,0.71,81.38,25.03,37.27,9.52,5.15,1.38,6.98,33.05,39.85
6991,224.23,2019.0,3.0,19.0,7.0,381.25,45.08,0.7,69.19,25.73,41.17,18.12,6.08,1.63,8.23,34.65,42.48
6992,272.0,2019.0,3.0,19.0,8.0,460.75,159.22,0.85,50.57,20.25,43.45,26.35,13.05,1.73,8.54,32.62,39.35
6993,245.39,2019.0,3.0,19.0,9.0,444.25,263.48,0.96,35.27,12.8,37.17,31.55,39.0,1.68,9.16,28.8,30.03
6994,195.7,2019.0,3.0,19.0,10.0,391.0,324.79,1.12,29.73,10.55,32.78,24.1,75.57,1.58,9.16,25.95,25.88
6995,157.39,2019.0,3.0,19.0,11.0,323.0,377.9,1.04,24.02,9.38,27.57,18.95,89.5,1.4,8.43,24.1,22.15
6996,107.43,2019.0,3.0,19.0,12.0,256.75,342.45,1.06,16.97,8.48,21.67,13.85,84.72,1.1,7.39,22.05,18.32
6997,54.23,2019.0,3.0,19.0,13.0,152.25,302.15,1.06,15.86,8.45,19.33,11.35,82.3,0.83,5.91,21.67,17.05
6998,42.16,2019.0,3.0,19.0,14.0,122.0,123.59,0.81,17.0,8.45,19.6,11.43,89.33,0.65,4.56,21.85,17.2
6999,44.41,2019.0,3.0,19.0,15.0,125.5,246.81,0.4,17.3,8.38,19.98,10.95,78.0,0.5,3.68,22.3,17.3
7000,36.22,2019.0,3.0,19.0,16.0,107.75,158.49,0.61,21.54,7.95,19.55,10.45,93.12,0.38,3.03,22.02,16.75
7001,35.44,2019.0,3.0,19.0,17.0,123.25,60.8,0.08,25.18,8.45,21.73,10.8,78.25,0.32,2.39,22.65,18.3
7002,40.05,2019.0,3.0,19.0,18.0,148.75,8.83,0.4,36.64,9.4,25.98,10.42,46.9,0.36,2.13,24.1,21.35
7003,42.94,2019.0,3.0,19.0,19.0,142.0,5.07,0.58,48.34,10.72,32.48,9.3,19.23,0.47,2.15,26.3,25.85
7004,50.95,2019.0,3.0,19.0,20.0,181.25,6.06,0.52,56.79,12.7,43.6,9.93,6.62,0.8,2.57,29.77,33.33
7005,93.61,2019.0,3.0,19.0,21.0,289.25,7.25,0.53,57.12,24.42,49.5,11.2,5.38,1.29,4.01,35.6,45.85
7006,116.88,2019.0,3.0,19.0,22.0,343.0,6.43,0.7,59.51,54.88,58.5,12.62,6.1,2.18,6.01,50.28,75.03
7007,137.34,2019.0,3.0,19.0,23.0,356.0,6.72,0.69,61.66,72.8,61.2,12.62,6.0,2.87,9.18,57.8,90.8
7008,125.92,2019.0,3.0,20.0,0.0,331.5,6.18,0.4,64.29,75.38,56.88,12.12,6.78,3.22,13.04,57.53,90.57
7009,140.89,2019.0,3.0,20.0,1.0,382.0,6.54,0.48,69.98,79.35,48.88,11.02,11.65,3.68,15.06,57.62,89.5
7010,192.66,2019.0,3.0,20.0,2.0,486.5,7.4,0.61,70.56,69.25,48.25,12.35,9.15,3.91,17.39,53.12,81.07
7011,265.92,2019.0,3.0,20.0,3.0,534.5,7.64,0.59,60.66,56.12,50.05,22.5,29.88,3.65,19.34,48.8,71.5
7012,187.22,2019.0,3.0,20.0,4.0,403.0,6.31,0.65,60.38,40.62,47.6,19.12,30.15,3.28,19.2,41.67,57.8
7013,157.38,2019.0,3.0,20.0,5.0,307.75,7.23,0.61,62.76,37.73,48.4,13.7,7.3,2.93,18.87,40.9,55.92
7014,114.47,2019.0,3.0,20.0,6.0,219.0,10.43,0.66,59.42,25.55,48.0,12.25,0.2,2.55,17.39,35.73,45.97
7015,95.22,2019.0,3.0,20.0,7.0,194.5,46.7,0.73,51.28,21.82,47.0,12.25,1.85,2.29,15.51,33.95,42.45
7016,97.2,2019.0,3.0,20.0,8.0,223.25,140.11,1.51,38.43,17.88,44.92,15.7,12.43,2.09,13.45,31.75,38.2
7017,81.66,2019.0,3.0,20.0,9.0,226.75,216.58,1.95,27.21,12.97,36.8,12.17,40.12,1.78,11.93,27.35,29.95
7018,58.88,2019.0,3.0,20.0,10.0,247.75,252.2,1.88,20.75,11.1,28.32,9.8,58.45,1.43,10.0,24.52,23.95
7019,38.22,2019.0,3.0,20.0,11.0,196.75,338.48,1.32,16.52,10.35,29.05,10.43,63.62,1.2,8.08,24.62,23.7
7020,44.23,2019.0,3.0,20.0,12.0,174.75,327.73,1.18,14.77,9.85,27.98,10.88,77.28,1.05,6.62,24.48,22.77
7021,47.08,2019.0,3.0,20.0,13.0,196.75,293.3,1.0,10.55,9.3,24.6,10.47,70.07,0.89,5.87,23.48,20.52
7022,42.44,2019.0,3.0,20.0,14.0,172.75,131.68,1.18,9.74,9.43,21.6,9.85,71.95,0.67,5.12,23.18,19.02
7023,39.45,2019.0,3.0,20.0,15.0,179.25,198.09,0.92,11.44,8.68,21.88,10.03,79.95,0.54,4.16,23.27,18.55
7024,42.57,2019.0,3.0,20.0,16.0,193.75,129.83,0.79,19.93,8.98,22.33,11.55,88.75,0.44,3.59,23.77,19.1
7025,47.03,2019.0,3.0,20.0,17.0,191.5,51.86,0.39,31.16,8.7,24.3,13.32,88.15,0.46,3.26,24.23,19.88
7026,53.07,2019.0,3.0,20.0,18.0,199.25,9.51,0.21,41.17,9.82,28.9,12.6,59.4,0.51,3.15,25.75,23.2
7027,55.84,2019.0,3.0,20.0,19.0,211.0,5.79,0.12,44.94,9.85,30.12,13.18,53.83,0.57,3.37,25.85,23.88
7028,61.08,2019.0,3.0,20.0,20.0,189.25,6.25,0.22,44.2,9.95,33.27,12.72,42.88,0.69,3.52,26.45,25.68
7029,76.83,2019.0,3.0,20.0,21.0,200.75,5.55,0.19,49.01,12.18,38.38,10.88,19.97,0.84,3.78,28.55,30.2
7030,84.97,2019.0,3.0,20.0,22.0,207.5,5.87,0.45,55.92,16.18,41.65,9.35,9.85,0.98,4.01,30.55,35.1
7031,98.23,2019.0,3.0,20.0,23.0,237.25,6.77,0.49,58.03,12.55,39.38,8.98,6.17,1.13,4.35,28.5,30.58
7032,116.44,2019.0,3.0,21.0,0.0,297.25,6.66,0.21,70.05,11.8,37.48,10.6,11.18,1.4,4.79,28.12,29.38
7033,188.91,2019.0,3.0,21.0,1.0,375.0,6.51,0.27,71.07,12.88,37.97,11.9,7.18,1.67,5.8,28.35,30.5
7034,183.87,2019.0,3.0,21.0,2.0,334.75,6.38,0.36,72.91,13.15,32.88,11.18,7.17,1.75,6.58,27.25,28.03
7035,180.41,2019.0,3.0,21.0,3.0,321.0,6.96,0.52,75.02,13.62,31.48,10.0,6.8,1.82,7.02,27.05,27.68
7036,175.69,2019.0,3.0,21.0,4.0,293.5,6.62,0.38,66.3,11.23,26.68,14.38,11.5,1.89,7.58,24.55,23.15
7037,165.63,2019.0,3.0,21.0,5.0,268.25,5.89,0.43,66.76,11.9,25.52,17.83,11.68,1.88,8.28,24.73,23.1
7038,174.4,2019.0,3.0,21.0,6.0,266.0,9.5,0.53,75.41,14.35,26.32,11.95,6.1,1.94,8.33,26.0,25.48
7039,177.38,2019.0,3.0,21.0,7.0,279.75,46.88,0.41,65.87,13.57,25.9,12.25,6.6,2.0,8.63,25.3,24.62
7040,172.74,2019.0,3.0,21.0,8.0,288.25,151.39,0.31,45.79,11.5,23.52,15.53,16.43,1.88,8.7,24.05,21.75
7041,127.06,2019.0,3.0,21.0,9.0,222.5,234.06,0.7,35.11,10.35,22.23,15.82,47.27,1.67,9.11,23.18,20.12
7042,105.45,2019.0,3.0,21.0,10.0,177.75,311.03,1.46,31.12,8.7,21.55,16.1,74.85,1.47,8.25,22.42,18.4
7043,80.11,2019.0,3.0,21.0,11.0,145.75,365.25,1.59,29.78,7.83,19.52,15.95,88.22,1.18,7.43,21.4,16.62
7044,70.68,2019.0,3.0,21.0,12.0,125.5,365.18,1.77,22.72,7.78,17.62,12.55,88.3,0.86,6.04,20.75,15.62
7045,33.73,2019.0,3.0,21.0,13.0,86.75,293.25,0.83,17.95,7.4,17.07,10.45,80.5,0.59,4.45,20.65,15.05
7046,25.84,2019.0,3.0,21.0,14.0,64.75,128.48,0.69,19.78,7.62,17.27,10.88,93.88,0.47,3.38,21.05,15.3
7047,33.47,2019.0,3.0,21.0,15.0,81.25,215.89,0.43,22.14,7.88,19.25,11.43,91.15,0.4,2.83,21.75,16.55
7048,36.26,2019.0,3.0,21.0,16.0,100.25,133.87,0.36,25.07,7.82,19.25,10.83,95.28,0.34,2.58,22.08,16.5
7049,32.68,2019.0,3.0,21.0,17.0,96.5,54.2,0.24,32.05,8.2,19.9,10.55,75.4,0.3,2.33,22.65,17.12
7050,32.77,2019.0,3.0,21.0,18.0,87.0,9.31,0.15,41.06,9.2,21.5,9.9,59.17,0.31,2.15,23.15,18.77
7051,34.7,2019.0,3.0,21.0,19.0,99.75,5.26,0.39,48.8,9.62,25.52,11.3,43.55,0.38,2.16,24.48,21.25
7052,51.8,2019.0,3.0,21.0,20.0,134.75,6.0,0.51,54.58,10.25,26.95,9.93,29.1,0.48,2.22,24.58,22.55
7053,52.2,2019.0,3.0,21.0,21.0,129.75,5.71,0.62,60.09,11.05,26.88,9.18,22.77,0.54,2.39,24.65,23.1
7054,50.15,2019.0,3.0,21.0,22.0,125.5,6.72,0.67,57.43,11.1,25.3,9.1,19.52,0.58,2.66,24.53,22.3
7055,55.37,2019.0,3.0,21.0,23.0,134.0,6.69,0.72,57.05,11.1,23.7,15.62,25.15,0.61,2.57,23.68,21.47
7056,70.25,2019.0,3.0,22.0,0.0,145.0,6.66,0.36,55.41,10.32,22.27,12.45,32.97,0.55,2.57,23.07,20.12
7057,49.7,2019.0,3.0,22.0,1.0,98.5,5.94,0.29,52.92,9.62,20.23,11.12,48.2,0.49,2.19,22.38,18.45
7058,36.07,2019.0,3.0,22.0,2.0,82.25,5.86,0.38,55.62,10.07,21.77,10.32,41.52,0.45,2.17,22.7,19.62
7059,35.76,2019.0,3.0,22.0,3.0,82.75,6.21,0.33,58.14,10.15,22.75,9.97,36.08,0.42,1.87,23.2,20.23
7060,35.85,2019.0,3.0,22.0,4.0,74.75,6.14,0.56,62.44,10.7,23.77,9.18,29.6,0.4,1.72,23.23,21.2
7061,38.33,2019.0,3.0,22.0,5.0,73.25,6.66,0.68,61.7,10.38,23.38,9.8,32.25,0.38,1.67,23.25,20.73
7062,41.86,2019.0,3.0,22.0,6.0,83.0,11.5,0.71,60.15,9.8,22.32,9.0,39.32,0.35,1.64,22.65,19.73
7063,36.66,2019.0,3.0,22.0,7.0,88.5,56.04,0.83,55.0,9.93,23.07,10.6,36.92,0.38,1.67,23.03,20.2
7064,74.74,2019.0,3.0,22.0,8.0,153.5,195.95,1.07,41.28,9.45,22.82,13.15,48.88,0.4,1.86,22.83,19.7
7065,56.81,2019.0,3.0,22.0,9.0,127.25,296.59,1.28,28.0,8.43,19.73,10.35,63.85,0.37,1.91,21.65,17.2
7066,37.45,2019.0,3.0,22.0,10.0,111.25,372.89,1.17,20.52,8.3,18.88,9.28,76.9,0.32,1.86,21.23,16.7
7067,27.62,2019.0,3.0,22.0,11.0,120.0,421.33,1.77,17.12,7.9,17.83,9.22,83.22,0.27,1.61,20.55,15.78
7068,24.9,2019.0,3.0,22.0,12.0,117.25,353.78,1.54,13.86,7.62,17.15,8.52,89.17,0.2,1.39,20.6,15.25
7069,26.67,2019.0,3.0,22.0,13.0,127.0,315.58,1.82,11.34,7.32,17.1,8.12,88.2,0.14,1.18,20.43,14.97
7070,22.55,2019.0,3.0,22.0,14.0,129.0,139.23,1.97,11.94,6.88,17.27,7.95,91.75,0.1,1.06,20.43,14.65
7071,22.09,2019.0,3.0,22.0,15.0,140.0,270.4,2.16,12.96,7.35,17.8,7.85,96.65,0.05,0.86,21.15,15.32
7072,28.94,2019.0,3.0,22.0,16.0,127.25,171.3,1.56,18.26,6.97,18.75,8.78,97.9,0.03,0.78,21.83,15.57
7073,35.79,2019.0,3.0,22.0,17.0,116.75,68.25,1.24,24.31,7.6,20.02,9.18,93.5,0.05,0.93,22.58,16.75
7074,24.71,2019.0,3.0,22.0,18.0,105.0,10.16,0.8,30.67,7.9,22.88,10.92,73.7,0.09,0.91,23.12,18.48
7075,34.2,2019.0,3.0,22.0,19.0,136.0,5.46,0.7,39.42,8.45,28.52,12.95,50.55,0.2,1.04,24.75,21.98
7076,53.77,2019.0,3.0,22.0,20.0,165.5,5.59,0.65,44.67,9.25,28.45,13.05,45.62,0.35,1.46,24.75,22.5
7077,72.59,2019.0,3.0,22.0,21.0,177.0,5.73,0.66,52.65,10.32,31.28,11.07,28.52,0.52,1.86,25.55,24.85
7078,88.0,2019.0,3.0,22.0,22.0,200.75,5.98,0.68,57.27,9.65,29.45,12.75,28.62,0.62,2.26,25.05,23.38
7079,121.59,2019.0,3.0,22.0,23.0,213.75,6.41,0.55,58.94,10.2,27.42,19.95,31.88,0.72,2.61,25.0,22.75
7080,136.99,2019.0,3.0,23.0,0.0,219.5,6.64,0.76,57.91,9.85,24.8,18.55,43.2,0.72,3.16,23.73,21.08
7081,115.09,2019.0,3.0,23.0,1.0,187.0,6.13,0.68,59.6,9.82,24.12,15.8,42.62,0.7,3.17,23.43,20.7
7082,116.06,2019.0,3.0,23.0,2.0,188.5,6.5,0.69,59.97,9.68,25.6,14.12,37.12,0.67,3.33,23.67,21.38
7083,93.29,2019.0,3.0,23.0,3.0,152.75,6.35,0.72,63.08,9.78,25.47,15.68,31.8,0.67,3.22,23.55,21.38
7084,81.27,2019.0,3.0,23.0,4.0,137.25,6.5,0.75,64.63,9.93,24.48,20.48,32.1,0.68,3.21,23.45,20.98
7085,92.44,2019.0,3.0,23.0,5.0,155.0,6.79,0.85,63.66,9.38,22.65,19.82,41.83,0.67,3.31,22.95,19.57
7086,105.4,2019.0,3.0,23.0,6.0,172.5,12.07,0.95,64.17,8.97,22.12,17.4,45.08,0.65,3.36,22.45,18.95
7087,122.62,2019.0,3.0,23.0,7.0,196.75,65.26,0.84,55.97,8.8,23.17,15.53,43.52,0.68,3.59,22.8,19.4
7088,104.38,2019.0,3.0,23.0,8.0,196.25,190.93,1.08,38.16,8.9,23.52,16.08,56.8,0.69,3.82,22.77,19.57
7089,90.16,2019.0,3.0,23.0,9.0,173.25,285.72,1.5,29.32,8.55,22.73,15.75,78.75,0.62,3.75,22.6,18.9
7090,65.43,2019.0,3.0,23.0,10.0,162.75,356.22,1.9,24.72,7.6,20.25,14.57,92.7,0.52,3.16,21.2,16.85
7091,52.56,2019.0,3.0,23.0,11.0,138.25,365.04,1.79,23.41,7.38,19.82,13.1,98.72,0.44,2.7,21.08,16.43
7092,40.65,2019.0,3.0,23.0,12.0,135.0,328.02,1.83,19.96,7.18,18.48,11.38,95.83,0.37,2.26,20.65,15.55
7093,28.65,2019.0,3.0,23.0,13.0,111.25,298.74,2.0,17.91,6.83,18.12,10.55,97.23,0.29,1.97,20.73,15.12
7094,25.65,2019.0,3.0,23.0,14.0,122.5,148.58,1.82,18.76,7.05,19.35,10.35,98.3,0.25,1.78,21.75,15.97
7095,27.21,2019.0,3.0,23.0,15.0,134.0,256.36,2.08,18.64,7.25,19.3,9.25,94.38,0.19,1.46,21.93,16.08
7096,28.1,2019.0,3.0,23.0,16.0,129.75,164.86,2.04,20.68,7.5,19.5,9.1,95.1,0.17,1.33,22.65,16.4
7097,25.01,2019.0,3.0,23.0,17.0,115.25,62.27,1.23,27.1,7.77,21.38,9.38,86.78,0.2,1.29,23.45,17.6
7098,28.45,2019.0,3.0,23.0,18.0,105.75,10.66,0.87,38.09,7.62,25.5,11.53,71.82,0.28,1.42,24.3,19.67
7099,41.34,2019.0,3.0,23.0,19.0,141.25,5.66,1.18,42.36,8.25,25.6,13.25,77.1,0.41,1.71,24.4,20.2
7100,55.32,2019.0,3.0,23.0,20.0,162.25,5.56,0.81,51.22,8.7,27.85,13.22,57.98,0.52,2.01,25.18,21.75
7101,81.74,2019.0,3.0,23.0,21.0,179.0,6.08,0.91,53.56,9.52,26.9,14.77,60.2,0.57,2.45,24.85,21.92
7102,76.51,2019.0,3.0,23.0,22.0,159.0,6.56,1.12,54.98,9.25,25.33,13.65,65.32,0.59,2.6,24.18,20.85
7103,66.79,2019.0,3.0,23.0,23.0,145.25,6.02,0.86,53.87,8.85,24.35,11.78,65.8,0.53,2.55,23.82,20.07
7104,64.06,2019.0,3.0,24.0,0.0,131.25,6.33,0.24,49.69,9.1,22.68,10.88,60.5,0.51,2.38,22.85,19.35
7105,42.84,2019.0,3.0,24.0,1.0,89.0,6.31,0.59,51.1,8.88,22.7,9.3,50.85,0.48,2.26,22.83,19.2
7106,35.62,2019.0,3.0,24.0,2.0,86.75,6.23,0.71,52.3,9.92,23.45,8.68,38.03,0.45,2.13,23.15,20.45
7107,34.25,2019.0,3.0,24.0,3.0,77.0,6.98,0.57,53.31,10.2,23.77,8.07,31.23,0.43,2.01,23.45,20.77
7108,37.6,2019.0,3.0,24.0,4.0,76.75,7.11,0.72,52.62,9.57,23.1,14.1,34.5,0.42,2.04,22.98,19.98
7109,42.65,2019.0,3.0,24.0,5.0,92.5,6.44,0.7,56.19,11.62,29.4,17.7,17.02,0.44,2.1,25.6,24.95
7110,69.32,2019.0,3.0,24.0,6.0,146.75,12.46,0.7,58.62,11.32,31.58,14.9,8.57,0.53,2.26,25.98,25.88
7111,115.11,2019.0,3.0,24.0,7.0,210.25,64.2,0.84,51.21,12.62,31.4,18.1,12.97,0.69,2.96,26.52,26.8
7112,142.43,2019.0,3.0,24.0,8.0,318.75,172.33,1.24,42.16,11.62,32.02,22.07,25.85,0.82,3.85,26.23,26.3
7113,163.0,2019.0,3.0,24.0,9.0,301.75,271.17,1.49,31.44,9.75,25.25,16.45,43.95,0.81,4.59,23.82,21.25
7114,90.67,2019.0,3.0,24.0,10.0,192.25,340.39,1.57,25.38,8.88,21.83,12.62,61.67,0.73,4.38,22.7,18.72
7115,67.32,2019.0,3.0,24.0,11.0,154.75,385.44,1.77,22.61,8.25,20.02,11.48,77.42,0.64,3.81,22.05,17.28
7116,47.57,2019.0,3.0,24.0,12.0,140.25,316.69,2.02,19.56,7.7,19.48,10.5,83.08,0.51,3.26,21.88,16.55
7117,34.69,2019.0,3.0,24.0,13.0,127.25,286.72,1.76,18.98,7.58,19.53,9.62,82.75,0.36,2.4,22.15,16.45
7118,29.47,2019.0,3.0,24.0,14.0,111.5,152.35,1.38,20.82,7.58,20.0,10.45,83.55,0.27,1.86,22.85,16.7
7119,29.47,2019.0,3.0,24.0,15.0,109.0,233.86,0.68,22.86,7.82,20.65,9.9,84.28,0.23,1.58,23.67,17.25
7120,26.41,2019.0,3.0,24.0,16.0,108.0,146.03,0.35,27.24,8.53,21.32,9.3,76.85,0.2,1.4,24.55,18.2
7121,30.11,2019.0,3.0,24.0,17.0,101.75,50.8,0.63,32.19,8.7,23.05,9.4,72.95,0.19,1.25,25.58,19.25
7122,27.93,2019.0,3.0,24.0,18.0,108.25,8.62,0.5,49.34,9.62,25.45,10.15,60.03,0.23,1.29,26.62,21.2
7123,33.83,2019.0,3.0,24.0,19.0,124.5,5.65,0.22,56.82,10.15,27.05,10.75,51.38,0.29,1.38,26.9,22.52
7124,40.84,2019.0,3.0,24.0,20.0,119.5,5.45,0.64,62.3,12.1,30.47,9.97,35.08,0.39,1.37,27.82,25.85
7125,47.14,2019.0,3.0,24.0,21.0,130.75,5.65,0.61,66.53,13.47,32.15,10.0,23.43,0.53,1.6,28.95,27.9
7126,61.14,2019.0,3.0,24.0,22.0,133.75,6.25,0.69,66.76,14.53,32.62,9.45,19.85,0.6,1.86,29.15,28.98
7127,58.22,2019.0,3.0,24.0,23.0,146.75,5.83,0.71,69.87,14.27,32.33,10.65,17.35,0.65,2.05,28.75,28.6
7128,72.91,2019.0,3.0,25.0,0.0,152.5,6.41,0.69,72.98,14.28,31.8,13.28,13.72,0.73,2.31,28.18,28.32
7129,108.3,2019.0,3.0,25.0,1.0,195.0,6.63,0.7,71.89,12.9,27.65,14.35,19.38,0.74,2.83,26.25,25.0
7130,103.16,2019.0,3.0,25.0,2.0,184.5,6.59,0.76,71.79,12.43,30.3,13.05,16.25,0.75,3.44,26.78,26.02
7131,106.67,2019.0,3.0,25.0,3.0,195.75,6.81,0.88,74.27,11.75,27.05,17.68,16.52,0.77,3.77,25.88,23.75
7132,110.12,2019.0,3.0,25.0,4.0,180.5,7.46,1.04,74.4,10.8,24.82,16.3,19.2,0.74,3.78,24.4,21.9
7133,102.99,2019.0,3.0,25.0,5.0,167.0,7.45,0.72,74.27,10.78,24.8,13.15,15.75,0.72,3.75,24.6,21.83
7134,93.94,2019.0,3.0,25.0,6.0,156.75,8.75,0.79,74.83,10.78,26.32,14.15,12.3,0.79,3.81,24.8,22.6
7135,116.92,2019.0,3.0,25.0,7.0,191.5,28.5,1.12,73.15,11.07,25.02,15.77,15.8,0.86,4.45,24.38,22.15
7136,117.54,2019.0,3.0,25.0,8.0,199.5,59.23,1.02,68.14,10.2,24.42,13.03,22.1,0.9,4.73,24.12,21.15
7137,102.54,2019.0,3.0,25.0,9.0,180.75,245.99,0.9,48.9,10.0,23.35,16.0,32.38,0.92,4.84,23.65,20.45
7138,89.3,2019.0,3.0,25.0,10.0,169.0,343.36,0.46,33.73,9.52,22.73,15.47,46.62,0.88,4.67,23.62,19.7
7139,70.81,2019.0,3.0,25.0,11.0,147.0,383.49,0.85,26.88,8.45,20.7,13.47,60.83,0.66,3.98,22.62,17.77
7140,54.04,2019.0,3.0,25.0,12.0,130.0,320.64,1.24,21.71,6.97,17.6,12.2,70.47,0.39,1.79,22.17,14.95
7141,37.27,2019.0,3.0,25.0,13.0,113.0,283.29,1.21,21.38,7.88,18.9,11.58,70.6,0.33,1.73,22.82,16.38
7142,33.01,2019.0,3.0,25.0,14.0,111.25,169.99,0.91,22.59,7.67,18.75,11.07,72.05,0.29,1.67,23.65,16.12
7143,32.51,2019.0,3.0,25.0,15.0,104.5,234.78,0.7,26.27,7.55,19.57,10.3,72.45,0.32,1.6099999,24.03,16.5
7144,30.81,2019.0,3.0,25.0,16.0,100.25,139.08,0.86,32.55,8.5,19.23,10.18,71.05,0.26,1.55,25.22,17.02
7145,31.45,2019.0,3.0,25.0,17.0,128.25,56.56,0.35,36.68,8.38,22.62,13.32,67.28,0.07,1.18,26.12,18.73
7146,37.46,2019.0,3.0,25.0,18.0,121.0,9.3,0.25,46.67,10.0,30.85,17.12,50.55,0.17,1.41,28.48,24.43
7147,44.38,2019.0,3.0,25.0,19.0,165.5,5.72,0.27,50.27,11.45,32.08,11.43,42.45,0.29,1.81,29.2,26.2
7148,48.38,2019.0,3.0,25.0,20.0,149.0,5.38,0.35,56.0,14.95,40.15,9.85,21.8,0.45,1.88,31.82,33.32
7149,59.03,2019.0,3.0,25.0,21.0,157.0,6.42,0.6,58.3,16.03,40.42,13.18,12.9,0.74,2.28,32.23,34.3
7150,80.76,2019.0,3.0,25.0,22.0,207.25,5.57,0.56,66.56,16.93,36.9,11.88,11.05,0.81,2.95,31.38,33.15
7151,75.34,2019.0,3.0,25.0,23.0,161.0,6.21,0.67,71.4,16.55,33.55,9.6,11.93,0.81,3.15,30.27,31.12
7152,71.07,2019.0,3.0,26.0,0.0,136.0,6.03,0.64,73.38,15.6,30.2,9.57,14.47,0.78,3.94,28.85,28.57
7153,76.52,2019.0,3.0,26.0,1.0,132.25,6.44,0.73,75.92,13.1,30.38,14.85,14.47,0.88,3.86,28.1,26.62
